Time,Open,High,Low,Close,IV
20240208-10:38,4623730.0,4625197.5,4623655.0,4624947.5,0.17322776073553056
20240208-10:39,4624477.5,4630672.5,4624310.0,4628397.5,0.17213511497052938
20240208-10:40,4627610.0,4628580.0,4625932.5,4626475.0,0.17201414033361972
20240208-10:41,4625692.5,4625692.5,4619587.5,4620905.0,0.17156044351953242
20240208-10:42,4620420.0,4620420.0,4614952.5,4616530.0,0.17148962158009215
20240208-10:43,4617430.0,4617430.0,4611832.5,4616045.0,0.17161162789657705
20240208-10:44,4615645.0,4615767.5,4612147.5,4612587.5,0.17109092769700346
20240208-10:45,4612395.0,4618012.5,4610227.5,4616215.0,0.1713647332492389
20240208-10:46,4616345.0,4617752.5,4614800.0,4615557.5,0.1704610205122392
20240208-10:47,4615525.0,4616595.0,4611725.0,4615437.5,0.17110661375324612
20240208-10:48,4615637.5,4617795.0,4615637.5,4617122.5,0.1707952806034809
20240208-10:49,4616927.5,4618907.5,4615482.5,4618035.0,0.1705143033905405
20240208-10:50,4618062.5,4619845.0,4617422.5,4618550.0,0.1697481641147901
20240208-10:51,4618442.5,4620460.0,4614840.0,4615230.0,0.1703591426712246
20240208-10:52,4615422.5,4616850.0,4614372.5,4615330.0,0.17134456378764223
20240208-10:53,4615200.0,4615682.5,4613482.5,4614960.0,0.171117745733565
20240208-10:54,4614555.0,4615320.0,4613255.0,4613290.0,0.17122223255921246
20240208-10:55,4613532.5,4614920.0,4612810.0,4614517.5,0.17130760732514289
20240208-10:56,4614257.5,4614590.0,4609030.0,4609952.5,0.1717053649004631
20240208-10:57,4610330.0,4611217.5,4600115.0,4600115.0,0.1762070269221897
20240208-10:58,4599152.5,4599152.5,4591915.0,4593102.5,0.17988097037512174
20240208-10:59,4592535.0,4595617.5,4588282.5,4588282.5,0.18052898895951602
20240208-11:00,4588357.5,4588357.5,4577510.0,4580565.0,0.1854649782240043
20240208-11:01,4579540.0,4583292.5,4578620.0,4581582.5,0.186398948312641
20240208-11:02,4581265.0,4581695.0,4563210.0,4563317.5,0.1935825786299711
20240208-11:03,4562097.5,4567937.5,4559150.0,4559150.0,0.19931840215839008
20240208-11:04,4559362.5,4562212.5,4553212.5,4557345.0,0.20012782487186104
20240208-11:05,4557257.5,4559140.0,4546985.0,4552580.0,0.1961589006810982
20240208-11:06,4550852.5,4564607.5,4550397.5,4560440.0,0.19196343211492178
20240208-11:07,4560745.0,4564912.5,4558715.0,4563532.5,0.19048642292100113
20240208-11:08,4563357.5,4563970.0,4556982.5,4560465.0,0.19055247633714753
20240208-11:09,4560342.5,4562715.0,4556847.5,4557100.0,0.193112553927012
20240208-11:10,4558147.5,4560295.0,4556632.5,4560100.0,0.1934360340629009
20240208-11:11,4560765.0,4565525.0,4559697.5,4564880.0,0.1919921408814122
20240208-11:12,4565137.5,4567312.5,4560837.5,4560837.5,0.19035326245983214
20240208-11:13,4561392.5,4568195.0,4561367.5,4567762.5,0.18973516617056627
20240208-11:14,4567240.0,4567617.5,4563337.5,4564022.5,0.1893177647110763
20240208-11:15,4563610.0,4565220.0,4559300.0,4565115.0,0.18963126347625972
20240208-11:16,4564750.0,4565002.5,4560217.5,4563932.5,0.18982724519935026
20240208-11:17,4564400.0,4566900.0,4562030.0,4563907.5,0.18919486630298377
20240208-11:18,4564187.5,4567660.0,4563647.5,4567660.0,0.18932663654593926
20240208-11:19,4566547.5,4566547.5,4562492.5,4562492.5,0.18925729581806455
20240208-11:20,4562310.0,4564567.5,4560260.0,4560265.0,0.19018682035838583
20240208-11:21,4560305.0,4564110.0,4560305.0,4562620.0,0.19029104148265663
20240208-11:22,4563012.5,4563012.5,4558712.5,4562345.0,0.19116058350561432
20240208-11:23,4562265.0,4562265.0,4558357.5,4560550.0,0.1915008297265973
20240208-11:24,4559760.0,4563195.0,4558955.0,4563037.5,0.1911694602633628
20240208-11:25,4564117.5,4565000.0,4562040.0,4564320.0,0.19025997276093526
20240208-11:26,4564320.0,4566847.5,4563867.5,4565677.5,0.18894978803729795
20240208-11:27,4566077.5,4569365.0,4565382.5,4565382.5,0.18724073645351605
20240208-11:28,4564967.5,4568795.0,4564915.0,4568617.5,0.18781310914963256
20240208-11:29,4568575.0,4569340.0,4565525.0,4566052.5,0.18704535663214628
20240208-11:30,4565935.0,4566332.5,4563055.0,4565987.5,0.18730418401751264
20240208-11:31,4565922.5,4567310.0,4560815.0,4560815.0,0.1871916353008224
20240208-11:32,4561770.0,4563082.5,4560295.0,4562530.0,0.18895601376014146
20240208-11:33,4562040.0,4562322.5,4560302.5,4560692.5,0.1891026645883758
20240208-11:34,4560857.5,4560857.5,4556547.5,4558315.0,0.19014726174266455
20240208-11:35,4558680.0,4561355.0,4556782.5,4561355.0,0.19048145888749288
20240208-11:36,4561355.0,4563342.5,4561355.0,4562972.5,0.1889370424003862
20240208-11:37,4562672.5,4565515.0,4562342.5,4564995.0,0.18761195140993517
20240208-11:38,4564972.5,4566510.0,4563937.5,4564147.5,0.187591564484676
20240208-11:39,4564147.5,4566155.0,4563845.0,4564580.0,0.18716275200841062
20240208-11:40,4564580.0,4565672.5,4561847.5,4561847.5,0.18682364950537228
20240208-11:41,4562592.5,4563575.0,4560902.5,4561930.0,0.18698503866917524
20240208-11:42,4562387.5,4563725.0,4561370.0,4563500.0,0.18712469118882055
20240208-11:43,4563120.0,4564697.5,4561647.5,4561647.5,0.18695192041203545
20240208-11:44,4561647.5,4561995.0,4560252.5,4560767.5,0.18769642307369355
20240208-11:45,4560660.0,4561670.0,4558875.0,4559560.0,0.18867147890564417
20240208-11:46,4559707.5,4560767.5,4558035.0,4560427.5,0.18927922376970238
20240208-11:47,4560465.0,4562535.0,4560362.5,4561767.5,0.18837859298823065
20240208-11:48,4562007.5,4562542.5,4559847.5,4562542.5,0.18858649843139047
20240208-11:49,4562500.0,4563120.0,4561550.0,4562197.5,0.1879743275828985
20240208-11:50,4562220.0,4563145.0,4561420.0,4561865.0,0.18742229260523136
20240208-11:51,4561797.5,4563032.5,4561330.0,4562702.5,0.1875213512432754
20240208-11:52,4562895.0,4565840.0,4561885.0,4565170.0,0.1871216971143959
20240208-11:53,4565050.0,4567742.5,4564992.5,4567742.5,0.18685756363027486
20240208-11:54,4567370.0,4568537.5,4566262.5,4566262.5,0.1851345173491828
20240208-11:55,4566817.5,4567695.0,4566300.0,4567330.0,0.185074425061898
20240208-11:56,4567362.5,4568342.5,4566180.0,4566425.0,0.18445267330222717
20240208-11:57,4566340.0,4568250.0,4565390.0,4565390.0,0.18444827646589934
20240208-11:58,4565390.0,4570610.0,4564732.5,4570540.0,0.18495151324696346
20240208-11:59,4570342.5,4570342.5,4565267.5,4565315.0,0.18476136762141085
20240208-12:00,4565797.5,4567267.5,4565220.0,4565220.0,0.18559338366343828
20240208-12:01,4565242.5,4568920.0,4565225.0,4568472.5,0.18459182249655415
20240208-12:02,4568590.0,4571670.0,4568412.5,4571667.5,0.18349135879685902
20240208-12:03,4571632.5,4571877.5,4568435.0,4568747.5,0.18304668360731358
20240208-12:04,4569010.0,4572382.5,4569010.0,4570195.0,0.1829690359270619
20240208-12:05,4570132.5,4572285.0,4570132.5,4570582.5,0.18287030395177137
20240208-12:06,4570567.5,4571210.0,4569550.0,4570820.0,0.18295075202972766
20240208-12:07,4570817.5,4571320.0,4569700.0,4569700.0,0.1830166266740725
20240208-12:08,4569685.0,4569685.0,4566775.0,4566805.0,0.1831579761253296
20240208-12:09,4567090.0,4568957.5,4566402.5,4568957.5,0.18340861079029666
20240208-12:10,4569122.5,4569122.5,4567140.0,4568257.5,0.18327127915463695
20240208-12:11,4567950.0,4570252.5,4567742.5,4568665.0,0.18300964633791972
20240208-12:12,4568665.0,4572782.5,4568665.0,4572782.5,0.18252438251702274
20240208-12:13,4572345.0,4574427.5,4571642.5,4571650.0,0.18196300599817464
20240208-12:14,4571657.5,4571782.5,4569287.5,4569287.5,0.18202503542623547
20240208-12:15,4569287.5,4570972.5,4569087.5,4569292.5,0.18253878602389892
20240208-12:16,4569277.5,4569277.5,4567510.0,4568557.5,0.18298028669634803
20240208-12:17,4568320.0,4568802.5,4567210.0,4567690.0,0.1835599713073831
20240208-12:18,4567692.5,4567842.5,4566287.5,4567697.5,0.18428422788949073
20240208-12:19,4567220.0,4567220.0,4564700.0,4564885.0,0.18403250890448128
20240208-12:20,4564807.5,4564807.5,4562002.5,4562247.5,0.18438623992699457
20240208-12:21,4561802.5,4565167.5,4561520.0,4565027.5,0.18522167272816872
20240208-12:22,4565092.5,4565092.5,4561657.5,4561737.5,0.18546615607970512
20240208-12:23,4561722.5,4561740.0,4559950.0,4561600.0,0.1868202716609982
20240208-12:24,4561607.5,4563617.5,4561477.5,4563617.5,0.18584736148197903
20240208-12:25,4563335.0,4564845.0,4563067.5,4564845.0,0.1849551394320847
20240208-12:26,4564877.5,4564877.5,4562897.5,4563025.0,0.18483845916434732
20240208-12:27,4562892.5,4563557.5,4561742.5,4562042.5,0.1854316704985658
20240208-12:28,4562622.5,4562762.5,4561587.5,4561997.5,0.18566414803088793
20240208-12:29,4561945.0,4561945.0,4560297.5,4561090.0,0.18612733733016504
20240208-12:30,4560757.5,4560757.5,4558227.5,4559692.5,0.18742161361986637
20240208-12:31,4559432.5,4560045.0,4558087.5,4558087.5,0.1883846325061068
20240208-12:32,4558057.5,4559927.5,4555820.0,4559927.5,0.18923589403717683
20240208-12:33,4559900.0,4562730.0,4559270.0,4561785.0,0.1861851504689062
20240208-12:34,4561795.0,4563730.0,4561530.0,4562290.0,0.1849094570235548
20240208-12:35,4562867.5,4563105.0,4561137.5,4561297.5,0.18520121156239813
20240208-12:36,4561405.0,4563135.0,4561405.0,4562935.0,0.18467990722329064
20240208-12:37,4562935.0,4565382.5,4562437.5,4565380.0,0.18389701483800133
20240208-12:38,4565247.5,4565620.0,4564075.0,4564575.0,0.18328363169493633
20240208-12:39,4564302.5,4564565.0,4561600.0,4561727.5,0.18417795500824627
20240208-12:40,4562022.5,4562697.5,4560110.0,4560110.0,0.18507073582255154
20240208-12:41,4560132.5,4563147.5,4560132.5,4563042.5,0.1852843169993312
20240208-12:42,4562835.0,4564160.0,4562835.0,4563852.5,0.18443574389248124
20240208-12:43,4563852.5,4564890.0,4562642.5,4562645.0,0.1843222584062015
20240208-12:44,4562645.0,4565310.0,4562642.5,4565310.0,0.18412693402746208
20240208-12:45,4565307.5,4566307.5,4564722.5,4565652.5,0.18355367757437102
20240208-12:46,4565652.5,4566332.5,4564760.0,4564872.5,0.18335187752634338
20240208-12:47,4564837.5,4566357.5,4564122.5,4565437.5,0.18377766795778752
20240208-12:48,4565370.0,4567032.5,4565307.5,4567032.5,0.18371065043723675
20240208-12:49,4567045.0,4567540.0,4565642.5,4565752.5,0.18302398384245191
20240208-12:50,4565487.5,4567435.0,4565312.5,4565477.5,0.18300617558924204
20240208-12:51,4565370.0,4566567.5,4564402.5,4566425.0,0.18314933775206693
20240208-12:52,4566425.0,4567395.0,4564317.5,4565692.5,0.18290771488679997
20240208-12:53,4565555.0,4568200.0,4565555.0,4567742.5,0.18219215304862862
20240208-12:54,4568077.5,4568317.5,4566640.0,4568317.5,0.1821048590965962
20240208-12:55,4568045.0,4568267.5,4566410.0,4567312.5,0.1820208448567628
20240208-12:56,4567397.5,4567950.0,4567197.5,4567342.5,0.18171840246086873
20240208-12:57,4567362.5,4567362.5,4564990.0,4565405.0,0.18247434686298275
20240208-12:58,4565877.5,4568977.5,4565630.0,4568850.0,0.18207940538465073
20240208-12:59,4568842.5,4571160.0,4568405.0,4569877.5,0.18093233080753718
20240208-13:00,4569675.0,4571447.5,4567697.5,4567697.5,0.18036491708468044
20240208-13:01,4568067.5,4568280.0,4565700.0,4565700.0,0.18137365211877482
20240208-13:02,4565490.0,4567097.5,4565490.0,4565517.5,0.18135645654633858
20240208-13:03,4565520.0,4566865.0,4564847.5,4565897.5,0.18146481775154757
20240208-13:04,4565767.5,4566047.5,4564767.5,4564770.0,0.18159816113786736
20240208-13:05,4564605.0,4565795.0,4564152.5,4564922.5,0.18186334484315186
20240208-13:06,4565002.5,4567102.5,4564922.5,4566625.0,0.18184016631320216
20240208-13:07,4566725.0,4566997.5,4565955.0,4566315.0,0.18192718165689423
20240208-13:08,4566407.5,4566672.5,4565275.0,4566057.5,0.18217857623924977
20240208-13:09,4565940.0,4568787.5,4565930.0,4568747.5,0.1813705336289675
20240208-13:10,4568747.5,4571392.5,4568620.0,4569805.0,0.1800060737970388
20240208-13:11,4569807.5,4571297.5,4569507.5,4570832.5,0.17973778910938631
20240208-13:12,4570725.0,4573217.5,4569125.0,4573075.0,0.1796967255506149
20240208-13:13,4572442.5,4572442.5,4568525.0,4569667.5,0.17971691016680458
20240208-13:14,4569540.0,4569540.0,4567715.0,4568390.0,0.1795175494675482
20240208-13:15,4568465.0,4569592.5,4567612.5,4569412.5,0.17948392774334335
20240208-13:16,4569562.5,4571125.0,4569562.5,4570860.0,0.17934160326755844
20240208-13:17,4570860.0,4571335.0,4569977.5,4570397.5,0.17908201674879487
20240208-13:18,4570397.5,4571040.0,4569142.5,4569142.5,0.17909547417419605
20240208-13:19,4569095.0,4569095.0,4567650.0,4567772.5,0.17945821655520738
20240208-13:20,4567770.0,4569720.0,4567770.0,4569342.5,0.1794293579044323
20240208-13:21,4569202.5,4569580.0,4567152.5,4567152.5,0.1793947714190708
20240208-13:22,4567140.0,4568197.5,4566770.0,4566772.5,0.17971717486935523
20240208-13:23,4566555.0,4567222.5,4566377.5,4567222.5,0.17996610507282057
20240208-13:24,4567245.0,4567675.0,4565320.0,4566662.5,0.18034680738881306
20240208-13:25,4566660.0,4567765.0,4566147.5,4567490.0,0.17982427889036873
20240208-13:26,4567237.5,4567290.0,4565810.0,4567252.5,0.18032765200738426
20240208-13:27,4567270.0,4568747.5,4566617.5,4568747.5,0.17952965929185924
20240208-13:28,4568742.5,4573910.0,4568742.5,4573502.5,0.178189262484025
20240208-13:29,4574012.5,4574012.5,4571440.0,4572700.0,0.17783878994541788
20240208-13:30,4572952.5,4573897.5,4571425.0,4571432.5,0.17790367022012513
20240208-13:31,4571382.5,4575990.0,4571382.5,4575860.0,0.17814902753639772
20240208-13:32,4575322.5,4575322.5,4570392.5,4570720.0,0.1778407474162809
20240208-13:33,4571027.5,4571255.0,4569237.5,4570395.0,0.17805734736649875
20240208-13:34,4570587.5,4570592.5,4567840.0,4568887.5,0.1782036535247164
20240208-13:35,4568882.5,4569255.0,4567532.5,4568022.5,0.17890304578955907
20240208-13:36,4568227.5,4569712.5,4568075.0,4568720.0,0.17864618254966805
20240208-13:37,4568862.5,4569645.0,4567817.5,4568075.0,0.17887317830938626
20240208-13:38,4568127.5,4568127.5,4566217.5,4566635.0,0.18017047439453282
20240208-13:39,4566610.0,4569850.0,4566565.0,4568060.0,0.17916051694162477
20240208-13:40,4568197.5,4568317.5,4567162.5,4567317.5,0.17956320570690823
20240208-13:41,4567362.5,4567570.0,4564630.0,4565337.5,0.18118905615285216
20240208-13:42,4565080.0,4567810.0,4564820.0,4566732.5,0.18023361805103932
20240208-13:43,4566700.0,4567910.0,4566290.0,4567910.0,0.18046530596633972
20240208-13:44,4568377.5,4569147.5,4568377.5,4568662.5,0.17941910881880405
20240208-13:45,4568620.0,4569252.5,4567867.5,4568017.5,0.17941002337186956
20240208-13:46,4568115.0,4568460.0,4567145.0,4568300.0,0.17947829246474073
20240208-13:47,4568300.0,4570732.5,4568300.0,4570270.0,0.1787044409627902
20240208-13:48,4570272.5,4570272.5,4569215.0,4569345.0,0.1786665704966651
20240208-13:49,4569267.5,4569345.0,4567097.5,4567097.5,0.1786679610363994
20240208-13:50,4567100.0,4569705.0,4567100.0,4569542.5,0.17938462098040672
20240208-13:51,4569542.5,4569707.5,4569360.0,4569630.0,0.17904515882913125
20240208-13:52,4569420.0,4569580.0,4564135.0,4566000.0,0.18016145002374867
20240208-13:53,4565830.0,4567025.0,4563817.5,4564792.5,0.1819236025820001
20240208-13:54,4564662.5,4566977.5,4564472.5,4565940.0,0.1816983069943008
20240208-13:55,4565785.0,4568617.5,4565287.5,4566895.0,0.18126208554931528
20240208-13:56,4566897.5,4568672.5,4566897.5,4568182.5,0.17983192707035006
20240208-13:57,4568230.0,4568642.5,4567155.0,4567162.5,0.17974088935991717
20240208-13:58,4567162.5,4567742.5,4565672.5,4565860.0,0.17976595167893958
20240208-13:59,4565845.0,4568395.0,4565845.0,4568342.5,0.17967856844461885
20240208-14:00,4568342.5,4568342.5,4566465.0,4567172.5,0.1794851632273318
20240208-14:01,4567325.0,4568090.0,4567292.5,4567435.0,0.17944589725196455
20240208-14:02,4567602.5,4569710.0,4567292.5,4569190.0,0.1790850414473591
20240208-14:03,4569152.5,4569152.5,4563850.0,4564577.5,0.18105667961165217
20240208-14:04,4564742.5,4564885.0,4557275.0,4558290.0,0.1829422439225024
20240208-14:05,4558692.5,4561555.0,4558120.0,4560752.5,0.18294052244575143
20240208-14:06,4561452.5,4561920.0,4558697.5,4561432.5,0.18291360033681453
20240208-14:07,4561435.0,4564095.0,4561435.0,4562877.5,0.18152388749832796
20240208-14:08,4562687.5,4563637.5,4561810.0,4563357.5,0.1809835691300377
20240208-14:09,4563462.5,4563790.0,4562380.0,4562380.0,0.18103710281179747
20240208-14:10,4562520.0,4563892.5,4561855.0,4563822.5,0.181310344492135
20240208-14:11,4563717.5,4565622.5,4563442.5,4565060.0,0.18024413629302002
20240208-14:12,4564692.5,4564745.0,4563165.0,4563195.0,0.18093941578670436
20240208-14:13,4563302.5,4563655.0,4561487.5,4561565.0,0.18157299588489093
20240208-14:14,4561485.0,4561485.0,4558655.0,4560220.0,0.18350235011313426
20240208-14:15,4560175.0,4560175.0,4555322.5,4558905.0,0.18504063814610636
20240208-14:16,4558887.5,4560255.0,4557707.5,4558812.5,0.1822966404299297
20240208-14:17,4558705.0,4562772.5,4557855.0,4562235.0,0.1806725992145395
20240208-14:18,4562235.0,4563750.0,4562132.5,4563650.0,0.18005476749145052
20240208-14:19,4563797.5,4564827.5,4562717.5,4564700.0,0.17964348026188
20240208-14:20,4564697.5,4564745.0,4561550.0,4561577.5,0.18008513591666797
20240208-14:21,4562107.5,4563465.0,4561635.0,4561635.0,0.18031874631124076
20240208-14:22,4561702.5,4561702.5,4557740.0,4558070.0,0.1817513999779425
20240208-14:23,4558067.5,4559000.0,4556300.0,4556855.0,0.18424888517964072
20240208-14:24,4557625.0,4560757.5,4557625.0,4558925.0,0.18252054241082213
20240208-14:25,4558807.5,4559425.0,4557712.5,4557745.0,0.1830905965242082
20240208-14:26,4557732.5,4558740.0,4550797.5,4551417.5,0.18602773659978197
20240208-14:27,4551327.5,4554250.0,4547935.0,4551947.5,0.18667611185961966
20240208-14:28,4552547.5,4554560.0,4551360.0,4554282.5,0.18440107122604524
20240208-14:29,4554172.5,4555975.0,4553245.0,4554102.5,0.18277677680351195
20240208-14:30,4554267.5,4554340.0,4552335.0,4552440.0,0.18400976842843708
20240208-14:31,4552627.5,4552627.5,4545672.5,4546095.0,0.18642712219926552
20240208-14:32,4546650.0,4549675.0,4546650.0,4548230.0,0.18568866276094834
20240208-14:33,4548200.0,4550460.0,4545957.5,4550460.0,0.18570978430621302
20240208-14:34,4549617.5,4549930.0,4545445.0,4547770.0,0.18579732294217619
20240208-14:35,4547700.0,4548542.5,4541235.0,4541235.0,0.18699467362167682
20240208-14:36,4541560.0,4543685.0,4535605.0,4535865.0,0.19075405780222
20240208-14:37,4536587.5,4539235.0,4534080.0,4534080.0,0.19033769438485756
20240208-14:38,4534160.0,4536655.0,4531155.0,4531155.0,0.19085872240420448
20240208-14:39,4530750.0,4536367.5,4528910.0,4536310.0,0.1934082329455797
20240208-14:40,4536492.5,4536585.0,4533025.0,4536360.0,0.1924686712553237
20240208-14:41,4534782.5,4537315.0,4534212.5,4536142.5,0.19218818974095925
20240208-14:42,4535815.0,4539797.5,4535815.0,4539797.5,0.190002114966281
20240208-14:43,4539655.0,4540677.5,4536262.5,4538367.5,0.18977083015668264
20240208-14:44,4538560.0,4538825.0,4536320.0,4537082.5,0.19020211708734563
20240208-14:45,4536942.5,4540272.5,4536942.5,4537650.0,0.1899853492714509
20240208-14:46,4537997.5,4539692.5,4537997.5,4538795.0,0.19023839532374154
20240208-14:47,4539042.5,4539710.0,4537802.5,4539615.0,0.1896979401440154
20240208-14:48,4539662.5,4540950.0,4538807.5,4540282.5,0.18900170155013957
20240208-14:49,4540787.5,4540872.5,4539080.0,4539892.5,0.18866014013994822
20240208-14:50,4540382.5,4540785.0,4539040.0,4540012.5,0.18854654889540218
20240208-14:51,4540070.0,4540070.0,4534147.5,4535207.5,0.18954963365527103
20240208-14:52,4535555.0,4537097.5,4534900.0,4535632.5,0.1901032666450112
20240208-14:53,4535880.0,4538242.5,4535820.0,4536625.0,0.19063380428811227
20240208-14:54,4536410.0,4538292.5,4536385.0,4538292.5,0.19023914427032415
20240208-14:55,4538205.0,4539540.0,4535222.5,4535727.5,0.190324676421436
20240208-14:56,4535742.5,4536260.0,4533502.5,4533502.5,0.19119386931354204
20240208-14:57,4534137.5,4534737.5,4531900.0,4531900.0,0.1916236848829396
20240208-14:58,4531987.5,4533355.0,4523717.5,4524785.0,0.19379958047397797
20240208-14:59,4525570.0,4528852.5,4525155.0,4528127.5,0.1942377682681571
20240208-15:00,4529067.5,4531155.0,4519830.0,4519830.0,0.19301942646417466
20240208-15:01,4522310.0,4524352.5,4513652.5,4515422.5,0.19573322958894207
20240208-15:02,4515315.0,4515315.0,4505605.0,4506162.5,0.19787147065242655
20240208-15:03,4507417.5,4514850.0,4506032.5,4513522.5,0.19872613008325152
20240208-15:04,4515105.0,4519802.5,4513762.5,4519802.5,0.19454226323621057
20240208-15:05,4520762.5,4526092.5,4518172.5,4524635.0,0.1930514465892354
20240208-15:06,4524187.5,4525180.0,4521662.5,4524495.0,0.19308684699587192
20240208-15:07,4525337.5,4529342.5,4522792.5,4522792.5,0.1903241462122665
20240208-15:08,4523607.5,4528582.5,4523607.5,4525947.5,0.18894924779153355
20240208-15:09,4526780.0,4527565.0,4521675.0,4525292.5,0.189870403132939
20240208-15:10,4525517.5,4526355.0,4522325.0,4523220.0,0.19010694514363646
20240208-15:11,4523667.5,4525087.5,4522380.0,4523630.0,0.19112297954418608
20240208-15:12,4523707.5,4525242.5,4521755.0,4523787.5,0.19068423371827328
20240208-15:13,4523787.5,4524510.0,4522177.5,4522560.0,0.19059572404539843
20240208-15:14,4522537.5,4523035.0,4516620.0,4519415.0,0.1910301368728291
20240208-15:15,4519752.5,4520510.0,4516365.0,4520262.5,0.19223531034806068
20240208-15:16,4519960.0,4520030.0,4517835.0,4518825.0,0.19357888132991127
20240208-15:17,4518807.5,4519897.5,4518235.0,4519152.5,0.19318001404936705
20240208-15:18,4519352.5,4519732.5,4514037.5,4514220.0,0.1930730460747473
20240208-15:19,4515165.0,4519540.0,4515165.0,4519540.0,0.19326980688509143
20240208-15:20,4519270.0,4522637.5,4519270.0,4521387.5,0.19185879927331745
20240208-15:21,4521702.5,4522177.5,4519852.5,4521735.0,0.19175500286722502
20240208-15:22,4521722.5,4521752.5,4520315.0,4520810.0,0.19118271029562667
20240208-15:23,4521310.0,4524945.0,4521152.5,4524945.0,0.1899946609263111
20240208-15:24,4524515.0,4526942.5,4524357.5,4525712.5,0.18838960605090835
20240208-15:25,4525580.0,4527272.5,4524342.5,4525302.5,0.18852942161954286
20240208-15:26,4525550.0,4529875.0,4525550.0,4529875.0,0.18827442185727056
20240208-15:27,4530370.0,4533335.0,4530370.0,4531192.5,0.18707090512037086
20240208-15:28,4530717.5,4532720.0,4530717.5,4532135.0,0.1871136002862614
20240208-15:29,4532087.5,4532087.5,4527972.5,4528980.0,0.18963484270294473
20240209-09:15,4520462.5,4520462.5,4514585.0,4514650.0,0.20507827599183673
20240209-09:16,4514890.0,4519455.0,4514890.0,4518107.5,0.20243326140166665
20240209-09:17,4517905.0,4517905.0,4514302.5,4514472.5,0.20308111391016948
20240209-09:18,4514425.0,4514530.0,4511282.5,4511845.0,0.20369527209666669
20240209-09:19,4512132.5,4518520.0,4511365.0,4517682.5,0.20603864257
20240209-09:20,4517835.0,4524320.0,4517262.5,4523295.0,0.20678181406230356
20240209-09:21,4523470.0,4534945.0,4522475.0,4534717.5,0.2073569729234074
20240209-09:22,4534045.0,4536380.0,4530925.0,4534660.0,0.20792603526190717
20240209-09:23,4532905.0,4536950.0,4532030.0,4535885.0,0.20936182146388418
20240209-09:24,4534735.0,4538112.5,4532720.0,4538112.5,0.20880080934295572
20240209-09:25,4537625.0,4537625.0,4530842.5,4530842.5,0.20763793211742226
20240209-09:26,4530875.0,4531870.0,4528320.0,4528880.0,0.20508725557545754
20240209-09:27,4529620.0,4531567.5,4526410.0,4531567.5,0.20530157712609298
20240209-09:28,4531537.5,4535115.0,4531537.5,4533225.0,0.2056562678461092
20240209-09:29,4533120.0,4533662.5,4531385.0,4533540.0,0.20404628653658138
20240209-09:30,4533567.5,4533635.0,4530600.0,4531287.5,0.20329360236657612
20240209-09:31,4531530.0,4532822.5,4528327.5,4532765.0,0.20254768853757166
20240209-09:32,4532707.5,4533062.5,4530497.5,4532247.5,0.20179303422935815
20240209-09:33,4531835.0,4537485.0,4531010.0,4537485.0,0.20167675658009862
20240209-09:34,4537517.5,4537517.5,4534650.0,4537052.5,0.20189707518747316
20240209-09:35,4535650.0,4543405.0,4535270.0,4543405.0,0.20192504052680585
20240209-09:36,4542240.0,4542747.5,4540360.0,4542265.0,0.20100576143765034
20240209-09:37,4541552.5,4541552.5,4538435.0,4538435.0,0.2009146402334429
20240209-09:38,4538515.0,4539632.5,4536632.5,4537365.0,0.20084909897032877
20240209-09:39,4537537.5,4537892.5,4534527.5,4536065.0,0.20071827322756233
20240209-09:40,4536137.5,4536137.5,4530915.0,4531157.5,0.20041459104234463
20240209-09:41,4531567.5,4533135.0,4527267.5,4527405.0,0.2003475201570216
20240209-09:42,4526930.0,4534252.5,4526700.0,4530225.0,0.1999094567743062
20240209-09:43,4530525.0,4533227.5,4529477.5,4533137.5,0.20078375830462322
20240209-09:44,4533137.5,4534915.0,4532087.5,4533312.5,0.20054203238703103
20240209-09:45,4533280.0,4534775.0,4530965.0,4531597.5,0.200563812319251
20240209-09:46,4531437.5,4532862.5,4530192.5,4531607.5,0.20108078812164404
20240209-09:47,4531282.5,4535362.5,4531282.5,4531760.0,0.20103568631967456
20240209-09:48,4531870.0,4533092.5,4529197.5,4532487.5,0.2016122721324334
20240209-09:49,4531552.5,4531957.5,4530130.0,4530130.0,0.20234043554567288
20240209-09:50,4529972.5,4533857.5,4529972.5,4531740.0,0.2023312814405242
20240209-09:51,4531135.0,4533060.0,4530277.5,4531940.0,0.2025495625133517
20240209-09:52,4531940.0,4532245.0,4530612.5,4532245.0,0.20258172413756956
20240209-09:53,4532285.0,4532577.5,4527767.5,4529862.5,0.20304842685691613
20240209-09:54,4529262.5,4531440.0,4528442.5,4528940.0,0.20360013768659418
20240209-09:55,4529822.5,4532157.5,4529670.0,4530780.0,0.20283728281141294
20240209-09:56,4530375.0,4532250.0,4529010.0,4530742.5,0.20295586425569268
20240209-09:57,4530890.0,4532362.5,4529880.0,4530317.5,0.2028398639595813
20240209-09:58,4530317.5,4532190.0,4529420.0,4530422.5,0.20273686444932795
20240209-09:59,4529937.5,4530460.0,4528652.5,4529155.0,0.20281868785428345
20240209-10:00,4528722.5,4529557.5,4524870.0,4525220.0,0.20344184518049496
20240209-10:01,4524967.5,4529687.5,4521185.0,4529687.5,0.20480596922660987
20240209-10:02,4529840.0,4534927.5,4529692.5,4534522.5,0.20153815750301807
20240209-10:03,4533947.5,4537997.5,4531582.5,4537040.0,0.20158542109895228
